PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,HasCabin,FamilySize,Sex_encoded,Embarked_C,Embarked_Q,Embarked_S,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
31,0,1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
32,1,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2.301728820789,1,0.059159876663617626,0,True,False,False,False,True,False,False,False,False,False,False,False
33,1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,-0.5609748304808925,0,False,True,False,False,False,False,False,False,False,False,False,True
34,0,2,2.8156566450619374,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
35,0,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,1.0060617003323709,0,0.059159876663617626,1,True,False,False,False,False,False,False,False,False,False,False,True
36,0,1,0.9712604053509489,0.4327933656785018,-0.4736736092984604,0.39858208016340624,0,0.059159876663617626,1,False,False,True,False,False,False,False,False,False,False,False,True
37,1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
38,0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
39,0,3,-0.8731358343600393,1.340131927606843,-0.4736736092984604,-0.2859972841804228,0,0.6792945838081278,0,False,False,True,False,False,False,False,False,False,False,False,True
40,1,3,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0,0.059159876663617626,0,True,False,False,False,False,False,False,False,False,False,False,True
41,0,3,0.8175607187083667,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
42,0,2,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
43,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
44,1,2,-2.025883484179407,0.4327933656785018,2.0089333664952354,0.18876253192945994,0,1.299429290952638,0,True,False,False,False,False,False,False,False,False,False,False,True
45,1,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,0,-0.5609748304808925,0,False,True,False,False,False,False,False,False,False,False,False,True
46,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
47,0,3,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0,0.059159876663617626,1,False,True,False,False,False,False,False,False,False,False,False,True
48,1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,-0.5609748304808925,0,False,True,False,False,False,False,False,False,False,False,False,True
49,0,3,-0.10463740114712752,1.340131927606843,-0.4736736092984604,-0.21191774308354583,0,0.6792945838081278,1,True,False,False,False,False,False,False,False,False,False,False,True
50,0,3,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
51,0,3,-1.7184841108942424,3.1548090514635256,0.7676298785983874,0.1506737441786005,0,2.5396987052416584,1,False,False,True,False,False,False,False,False,False,False,False,True
52,0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
53,1,1,1.5092093085999871,0.4327933656785018,-0.4736736092984604,0.8964967865378598,1,0.059159876663617626,0,True,False,False,False,False,False,True,False,False,False,False,False
54,1,2,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
55,0,1,2.738806801740646,-0.47454519624983954,0.7676298785983874,0.5995101505357573,1,0.059159876663617626,1,True,False,False,False,True,False,False,False,False,False,False,False
56,1,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,1,-0.5609748304808925,1,False,False,True,False,False,True,False,False,False,False,False,False
57,1,2,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,-0.5609748304808925,0,False,False,True,False,False,False,False,False,False,False,False,True
58,0,3,-0.06621247948648194,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
59,1,2,-1.8721837975368247,0.4327933656785018,2.0089333664952354,-0.08968408411123653,0,1.299429290952638,0,False,False,True,False,False,False,False,False,False,False,False,True
60,0,3,-1.4110847376090776,4.0621476133918675,2.0089333664952354,0.2958951755118318,0,3.779968119530679,1,False,False,True,False,False,False,False,False,False,False,False,True
61,0,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
62,1,1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,0.962353321387736,1,-0.5609748304808925,0,False,False,True,False,True,False,False,False,False,False,False,False
63,0,1,1.2018099353148226,0.4327933656785018,-0.4736736092984604,1.0323213593611125,1,0.059159876663617626,1,False,False,True,False,False,True,False,False,False,False,False,False
64,0,3,-1.949033640858116,2.2474704895351842,2.0089333664952354,-0.08666388103324908,0,2.5396987052416584,1,False,False,True,False,False,False,False,False,False,False,False,True
65,0,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
66,1,3,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.3414522396297103,0,0.6792945838081278,1,True,False,False,False,False,False,False,False,False,False,False,True
67,1,2,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,1,-0.5609748304808925,0,False,False,True,False,False,False,False,False,True,False,False,False
68,0,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
69,1,3,-0.9499856776813305,3.1548090514635256,2.0089333664952354,-0.4888542575852486,0,3.1598334123861687,0,False,False,True,False,False,False,False,False,False,False,False,True
70,0,3,-0.2583370877897099,1.340131927606843,-0.4736736092984604,-0.47400492578514347,0,0.6792945838081278,1,False,False,True,False,False,False,False,False,False,False,False,True
71,0,2,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
72,0,3,-1.0268355210026217,4.0621476133918675,2.0089333664952354,0.2958951755118318,0,3.779968119530679,0,False,False,True,False,False,False,False,False,False,False,False,True
73,0,2,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
74,0,3,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0.059159876663617626,1,True,False,False,False,False,False,False,False,False,False,False,True
75,1,3,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
76,0,3,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,1,-0.5609748304808925,1,False,False,True,False,False,False,False,False,True,False,False,False
77,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
78,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
79,1,2,-2.192647644186609,-0.47454519624983954,2.0089333664952354,-0.06451572512800753,0,0.6792945838081278,1,False,False,True,False,False,False,False,False,False,False,False,True
80,1,3,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,0,-0.5609748304808925,0,False,False,True,False,False,False,False,False,False,False,False,True
81,0,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
82,1,3,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
83,1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,0,-0.5609748304808925,0,False,True,False,False,False,False,False,False,False,False,False,True
84,0,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
85,1,2,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,-0.5609748304808925,0,False,False,True,False,False,False,False,False,False,False,False,True
86,1,3,0.27961181545932834,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,0,1.299429290952638,0,False,False,True,False,False,False,False,False,False,False,False,True
87,0,3,-1.0268355210026217,0.4327933656785018,3.250236854392083,0.04370821849987721,0,1.9195639980971482,1,False,False,True,False,False,False,False,False,False,False,False,True
88,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
89,1,1,-0.48888661775358344,2.2474704895351842,2.0089333664952354,4.647001076532463,1,2.5396987052416584,0,False,False,True,False,False,True,False,False,False,False,False,False
90,0,3,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
91,0,3,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
92,0,3,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
93,0,1,1.2786597786361138,0.4327933656785018,-0.4736736092984604,0.5833178351003071,1,0.059159876663617626,1,False,False,True,False,False,False,False,True,False,False,False,False
94,0,3,-0.2583370877897099,0.4327933656785018,2.0089333664952354,-0.23415046467497105,0,1.299429290952638,1,False,False,True,False,False,False,False,False,False,False,False,True
95,0,3,2.277707741812899,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
96,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
97,0,1,3.1999058616683933,-0.47454519624983954,-0.4736736092984604,0.0493298231623713,1,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False
98,1,1,-0.48888661775358344,-0.47454519624983954,0.7676298785983874,0.6272778976347743,1,0.059159876663617626,1,True,False,False,False,False,False,True,False,False,False,False,False
99,1,2,0.35646165878061953,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
100,0,2,0.35646165878061953,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,0.059159876663617626,1,False,False,True,False,False,False,False,False,False,False,False,True
101,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,0,False,False,True,False,False,False,False,False,False,False,False,True
102,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
103,0,1,-0.6425863043961658,-0.47454519624983954,0.7676298785983874,0.907737982394129,1,0.059159876663617626,1,False,False,True,False,False,False,True,False,False,False,False,False
104,0,3,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4741720436887921,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
105,0,3,0.5870111887444931,1.340131927606843,-0.4736736092984604,-0.4888542575852486,0,0.6792945838081278,1,False,False,True,False,False,False,False,False,False,False,False,True
106,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
107,1,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,0,-0.5609748304808925,0,False,False,True,False,False,False,False,False,False,False,False,True
108,1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
109,0,3,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
110,1,3,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,0,0.059159876663617626,0,False,True,False,False,False,False,False,False,False,False,False,True
111,0,1,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,0.39858208016340624,1,-0.5609748304808925,1,False,False,True,False,False,True,False,False,False,False,False,False
112,0,3,-1.1421102859845584,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0.059159876663617626,0,True,False,False,False,False,False,False,False,False,False,False,True
113,0,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
114,0,3,-0.719436147717457,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
115,0,3,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,0,-0.5609748304808925,0,True,False,False,False,False,False,False,False,False,False,False,True
116,0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
117,0,3,3.1614809400077477,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,-0.5609748304808925,1,False,True,False,False,False,False,False,False,False,False,False,True
118,0,2,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0,0.059159876663617626,1,False,False,True,False,False,False,False,False,False,False,False,True
119,0,1,-0.41203677443229225,-0.47454519624983954,0.7676298785983874,4.335332226633905,1,0.059159876663617626,1,True,False,False,False,True,False,False,False,False,False,False,False
120,0,3,-2.1027333275006983,3.1548090514635256,2.0089333664952354,-0.01870931177853076,0,3.1598334123861687,0,False,False,True,False,False,False,False,False,False,False,False,True
121,0,2,-0.6425863043961658,1.340131927606843,-0.4736736092984604,0.8314778546749452,0,0.6792945838081278,1,False,False,True,False,False,False,False,False,False,False,False,True
122,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
123,0,2,0.24118689379868277,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0,0.059159876663617626,1,True,False,False,False,False,False,False,False,False,False,False,True
124,1,2,0.24118689379868277,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,1,-0.5609748304808925,0,False,False,True,False,False,False,False,True,False,False,False,False
125,0,1,1.893458525206443,-0.47454519624983954,0.7676298785983874,0.907737982394129,1,0.059159876663617626,1,False,False,True,False,False,False,True,False,False,False,False,False
126,1,3,-1.3342348942877864,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0,0.059159876663617626,1,True,False,False,False,False,False,False,False,False,False,False,True
127,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,-0.5609748304808925,1,False,True,False,False,False,False,False,False,False,False,False,True
128,1,3,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.5046257580584992,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
129,1,3,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.19824427701513722,1,0.6792945838081278,0,True,False,False,False,False,False,False,False,True,False,False,False
130,0,3,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
131,0,3,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
132,0,3,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
133,0,3,1.3555096219574048,0.4327933656785018,-0.4736736092984604,-0.35646868933346404,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
134,1,2,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
135,0,2,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
136,0,2,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.3454791770670269,0,-0.5609748304808925,1,True,False,False,False,False,False,False,False,False,False,False,True
137,1,1,-0.7962859910387481,-0.47454519624983954,2.0089333664952354,-0.11921562980779811,1,0.6792945838081278,0,False,False,True,False,False,False,True,False,False,False,False,False
138,0,1,0.5870111887444931,0.4327933656785018,-0.4736736092984604,0.4207302360686478,1,0.059159876663617626,1,False,False,True,False,False,True,False,False,False,False,False,False
139,0,3,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.4628462821463391,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
140,0,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,0.9462455716384695,1,-0.5609748304808925,1,True,False,False,False,True,False,False,False,False,False,False,False
141,0,3,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,0,0.6792945838081278,0,True,False,False,False,False,False,False,False,False,False,False,True
142,1,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,-0.5609748304808925,0,False,False,True,False,False,False,False,False,False,False,False,True
143,1,3,-0.41203677443229225,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,True
144,0,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.5125125150294839,0,-0.5609748304808925,1,False,True,False,False,False,False,False,False,False,False,False,True
145,0,2,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.41687275089321363,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
146,0,2,-0.7962859910387481,0.4327933656785018,0.7676298785983874,0.09152810056801232,0,0.6792945838081278,1,False,False,True,False,False,False,False,False,False,False,False,True
147,1,3,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
148,0,3,-1.56478442425166,1.340131927606843,2.0089333664952354,0.04370821849987721,0,1.9195639980971482,0,False,False,True,False,False,False,False,False,False,False,False,True
149,0,2,0.5485862670838475,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,1,0.6792945838081278,1,False,False,True,False,False,False,False,False,True,False,False,False
150,0,2,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
151,0,2,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.39623469652696586,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
152,1,1,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,0.6925485130875209,1,0.059159876663617626,0,False,False,True,False,False,True,False,False,False,False,False,False
153,0,3,2.00873329018838,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
154,0,3,0.8559856403690123,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,0,0.6792945838081278,1,False,False,True,False,False,False,False,False,False,False,False,True
155,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5011867534870308,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
156,0,1,1.6629089952425695,-0.47454519624983954,0.7676298785983874,0.5874293382238074,0,0.059159876663617626,1,True,False,False,False,False,False,False,False,False,False,False,True
157,1,3,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,0,-0.5609748304808925,0,False,True,False,False,False,False,False,False,False,False,False,True
158,0,3,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
159,0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
160,0,3,-0.10463740114712752,6.784163299176891,2.0089333664952354,0.7519458402879414,0,5.64037224096421,1,False,False,True,False,False,False,False,False,False,False,False,True
161,0,3,1.1249600919935314,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,0,0.059159876663617626,1,False,False,True,False,False,False,False,False,False,False,False,True
162,1,2,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,0,-0.5609748304808925,0,False,False,True,False,False,False,False,False,False,False,False,True
163,0,3,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
164,0,3,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,True
165,0,3,-2.1795831708219895,3.1548090514635256,0.7676298785983874,0.1506737441786005,0,2.5396987052416584,1,False,False,True,False,False,False,False,False,False,False,False,True
166,1,3,-1.56478442425166,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,0,0.6792945838081278,1,False,False,True,False,False,False,False,False,False,False,False,True
167,1,1,-0.10463740114712752,-0.47454519624983954,0.7676298785983874,0.4589861417231558,1,0.059159876663617626,0,False,False,True,False,False,False,False,True,False,False,False,False
